subject,phase,group,bin_start_min,bin_end_min,active_lever_presses,inactive_lever_presses,session_time
94,SelfAdmin,One,0,10,1,2,0-10 min
94,SelfAdmin,One,10,20,1,1,10-20 min
94,SelfAdmin,One,20,30,1,1,20-30 min
94,SelfAdmin,One,30,40,0,2,30-40 min
94,SelfAdmin,One,40,50,0,3,40-50 min
94,SelfAdmin,One,50,60,0,0,50-60 min
95,SelfAdmin,One,0,10,5,2,0-10 min
95,SelfAdmin,One,10,20,3,1,10-20 min
95,SelfAdmin,One,20,30,5,0,20-30 min
95,SelfAdmin,One,30,40,3,2,30-40 min
95,SelfAdmin,One,40,50,5,2,40-50 min
95,SelfAdmin,One,50,60,3,0,50-60 min
