subject,phase,group,filename,time_seconds,time_minutes,response_code,response_type
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1832.36,30.53933333333333,6.0,reinforced
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1835.05,30.584166666666665,6.0,reinforced
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1918.1,31.96833333333333,2.0,active_lever
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1918.1,31.96833333333333,4.0,other_4
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1918.1,31.96833333333333,22.0,other_22
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1918.11,31.9685,24.0,other_24
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1918.11,31.9685,12.0,other_12
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1918.11,31.9685,13.0,other_13
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1918.11,31.9685,8.0,other_8
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1918.11,31.9685,5.0,other_5
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1918.11,31.9685,17.0,other_17
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1922.11,32.03516666666666,18.0,other_18
