subject,phase,session,session_date,time_segment,total_active_presses,total_inactive_presses,total_reinforcers
95,SelfAdmin,2025-03-18_12h46m_Subject 95.txt,2025-03-18,0-60min,13,8,327
95,SelfAdmin,2025-04-07_12h36m_Subject 95.txt,2025-04-07,0-60min,15,5,166
95,SelfAdmin,2025-04-14_11h51m_Subject 95.txt,2025-04-14,0-60min,24,7,236
95,SelfAdmin,2025-03-10_13h20m_Subject 95.txt,2025-03-10,0-60min,5,4,219
95,SelfAdmin,2025-04-04_11h55m_Subject 95.txt,2025-04-04,0-60min,10,1,260
95,SelfAdmin,2025-04-03_12h23m_Subject 95.txt,2025-04-03,0-60min,12,4,196
74,SelfAdmin,2025-03-25_09h03m_Subject 74.txt,2025-03-25,0-60min,5,4,145
74,SelfAdmin,2025-03-20_10h05m_Subject 74.txt,2025-03-20,0-60min,10,8,192
74,SelfAdmin,2025-03-13_09h06m_Subject 74.txt,2025-03-13,0-60min,6,2,77
74,SelfAdmin,2025-03-14_09h17m_Subject 74.txt,2025-03-14,0-60min,8,2,62
74,SelfAdmin,2025-04-01_08h21m_Subject 74.txt,2025-04-01,0-60min,16,4,130
74,SelfAdmin,2025-04-07_08h40m_Subject 74.txt,2025-04-07,0-60min,2,2,160
74,SelfAdmin,2025-04-08_09h19m_Subject 74.txt,2025-04-08,0-60min,3,1,293
74,SelfAdmin,2025-04-09_09h06m_Subject 74.txt,2025-04-09,0-60min,9,10,77
74,SelfAdmin,2025-03-11_09h21m_Subject 74.txt,2025-03-11,0-60min,9,4,90
74,SelfAdmin,2025-03-26_10h13m_Subject 74.txt,2025-03-26,0-60min,2,5,48
74,SelfAdmin,2025-03-19_09h12m_Subject 74.txt,2025-03-19,0-60min,16,2,313
74,SelfAdmin,2025-04-11_09h49m_Subject 74.txt,2025-04-11,0-60min,1,3,137
74,SelfAdmin,2025-03-18_09h19m_Subject 74.txt,2025-03-18,0-60min,16,3,157
74,SelfAdmin,2025-04-03_09h06m_Subject 74.txt,2025-04-03,0-60min,8,5,94
74,SelfAdmin,2025-04-04_08h36m_Subject 74.txt,2025-04-04,0-60min,4,0,353
74,SelfAdmin,2025-03-10_09h38m_Subject 74.txt,2025-03-10,0-60min,10,7,122
74,SelfAdmin,2025-04-14_09h08m_Subject 74.txt,2025-04-14,0-60min,14,7,108
74,SelfAdmin,2025-03-31_09h37m_Subject 74.txt,2025-03-31,0-60min,7,5,152
74,SelfAdmin,2025-04-02_09h48m_Subject 74.txt,2025-04-02,0-60min,6,4,133
74,SelfAdmin,2025-03-27_08h40m_Subject 74.txt,2025-03-27,0-60min,15,10,244
74,SelfAdmin,2025-03-17_08h53m_Subject 74.txt,2025-03-17,0-60min,10,6,125
74,SelfAdmin,2025-03-24_09h15m_Subject 74.txt,2025-03-24,0-60min,11,5,168
74,SelfAdmin,2025-03-12_09h11m_Subject 74.txt,2025-03-12,0-60min,9,1,100
74,SelfAdmin,2025-03-28_08h53m_Subject 74.txt,2025-03-28,0-60min,11,10,333
74,SelfAdmin,2025-03-21_09h24m_Subject 74.txt,2025-03-21,0-60min,26,5,196
74,SelfAdmin,2025-04-10_09h50m_Subject 74.txt,2025-04-10,0-60min,6,2,138
77,SelfAdmin,2025-03-19_09h13m_Subject 77.txt,2025-03-19,0-60min,8,8,34
77,SelfAdmin,2025-03-26_10h13m_Subject 77.txt,2025-03-26,0-60min,22,24,59
77,SelfAdmin,2025-04-07_08h40m_Subject 77.txt,2025-04-07,0-60min,17,10,119
77,SelfAdmin,2025-03-18_09h19m_Subject 77.txt,2025-03-18,0-60min,42,5,35
77,SelfAdmin,2025-03-20_10h05m_Subject 77.txt,2025-03-20,0-60min,8,6,54
77,SelfAdmin,2025-03-12_09h12m_Subject 77.txt,2025-03-12,0-60min,20,12,75
77,SelfAdmin,2025-04-03_09h07m_Subject 77.txt,2025-04-03,0-60min,18,9,121
77,SelfAdmin,2025-04-09_09h06m_Subject 77.txt,2025-04-09,0-60min,9,4,26
77,SelfAdmin,2025-03-11_09h21m_Subject 77.txt,2025-03-11,0-60min,21,9,77
77,SelfAdmin,2025-03-10_09h38m_Subject 77.txt,2025-03-10,0-60min,7,3,152
77,SelfAdmin,2025-03-24_09h15m_Subject 77.txt,2025-03-24,0-60min,11,4,65
77,SelfAdmin,2025-04-02_09h48m_Subject 77.txt,2025-04-02,0-60min,15,5,37
77,SelfAdmin,2025-03-17_08h54m_Subject 77.txt,2025-03-17,0-60min,66,15,87
77,SelfAdmin,2025-04-14_09h09m_Subject 77.txt,2025-04-14,0-60min,14,4,29
77,SelfAdmin,2025-03-28_08h53m_Subject 77.txt,2025-03-28,0-60min,23,12,89
77,SelfAdmin,2025-03-31_09h37m_Subject 77.txt,2025-03-31,0-60min,10,7,97
77,SelfAdmin,2025-04-01_08h21m_Subject 77.txt,2025-04-01,0-60min,9,9,57
77,SelfAdmin,2025-04-08_09h19m_Subject 77.txt,2025-04-08,0-60min,23,5,47
77,SelfAdmin,2025-03-25_09h04m_Subject 77.txt,2025-03-25,0-60min,12,11,67
77,SelfAdmin,2025-04-10_09h50m_Subject 77.txt,2025-04-10,0-60min,16,2,26
77,SelfAdmin,2025-03-14_09h19m_Subject 77.txt,2025-03-14,0-60min,19,12,131
77,SelfAdmin,2025-04-11_09h50m_Subject 77.txt,2025-04-11,0-60min,16,4,28
77,SelfAdmin,2025-03-21_09h24m_Subject 77.txt,2025-03-21,0-60min,11,9,24
77,SelfAdmin,2025-04-04_08h37m_Subject 77.txt,2025-04-04,0-60min,17,5,54
77,SelfAdmin,2025-03-13_09h06m_Subject 77.txt,2025-03-13,0-60min,13,21,126
77,SelfAdmin,2025-03-27_08h41m_Subject 77.txt,2025-03-27,0-60min,15,9,51
